name,studio_price,one_bed_price,two_bed_price,city,state
Near Westside Neighborhood,,,,South Bend,IN
West Arlington,,,,Baltimore,MD
Baker,,,,Mobile,AL
Verona Hills,,,,Kansas City,MO
Sumner,,,,Portland,OR
Baltimore Highlands,,,,Baltimore,MD
Westwood Highlands,,,,San Francisco,CA
Tahoe Park South,,,,Sacramento,CA
Timberleaf,,,,Orlando,FL
Reisterstown Station,,,,Baltimore,MD
Beau Terra,,,,Mobile,AL
Mount Mary,,,,Milwaukee,WI
Chaparral Estates,,,,Gilbert,AZ
Xyler,,,,Tulsa,OK
High Point,,,,Delray Beach,FL
Trinidad,1010,1291,1588,Washington,DC
Colonial Heights,,,,Sacramento,CA
German Village Commission,,,,Columbus,OH
Las Palmas,,,,El Paso,TX
Elmwood,,,,Syracuse,NY
Mountain Island,,,,Charlotte,NC
Five Mile-Prairie,,,,Spokane,WA
Churchill Estates,,,,San Antonio,TX
Southeast,,,,Nashville,TN
Four Hills Village,,,,Albuquerque,NM
Euclid Park,,,,Milwaukee,WI
Fondern-Cherokee Heights,,,,Jackson,MS
Rancho Estates,,,,Long Beach,CA
Ingleside Terrace,,,,San Francisco,CA
Tuscany,,,,Albuquerque,NM
Rose,,,,Tucson,AZ
Audubon Park,,,,Orlando,FL
Arnour Fields,,,,Kansas City,MO
Schenk-Atwood-Starkweather-Yahar,,,,Madison,WI
Dolfield,,,,Baltimore,MD
Markham,,,,Portland,OR
Cross Creek,,,,Atlanta,GA
Innis Garden Village,,,,Columbus,OH
Pickwick Park,,,,Jacksonville,FL
Northern Hills,,,,Dayton,OH
Castle Rouge,,,,Detroit,MI
Snow Heights,,,,Albuquerque,NM
C.A.N.D.O.,,,,Mesa,AZ
San Antonio Creekside,,,,San Antonio,TX
Parkwood Hills,,,,Fort Worth,TX
McVoy,,,,Mobile,AL
Fox Crossing,,,,Chandler,AZ
Azalea Homes,,,,Saint Petersburg,FL
Cannon Park,,,,Milwaukee,WI
Riverland Village,,,,Fort Lauderdale,FL
East Terrell Hills,,,,San Antonio,TX
Fuller Avenue,,,,Grand Rapids,MI
Channel District,,,,Tampa,FL
East Blue Valley,,,,Kansas City,MO
Northeast,,,,Tampa,FL
Moorland-Rimrock,,,,Madison,WI
Valley College,,,,San Bernardino,CA
Highland Grove,,,,Saint Petersburg,FL
Brentwood,,,,Sacramento,CA
Holford,,,,Garland,TX
Sun Gate,,,,San Antonio,TX
Colonial Place,,,,Richmond,VA
East Meyer 7,,,,Kansas City,MO
Lake Las Vegas,,,,Henderson,NV
Oxbow,,,,San Antonio,TX
Riverside,,,,Cincinnati,OH
Farviews & Pattee Canyon,,,,Missoula,MT
Gilbert Ranch,,,,Gilbert,AZ
Beltzhoover,,,,Pittsburgh,PA
Marshall Park,,,,Portland,OR
Highland Farms,,,,San Antonio,TX
Laney Walker,,,,Augusta,GA
Fifeville,,,,Charlottesville,VA
Linden Hills and Indian Heights,,,,Kansas City,MO
Printers Row,,,,Chicago,IL
Downtown,,,,West Palm Beach,FL
New Southwest - Mount Clare,,,,Baltimore,MD
Prospect,,,,Mobile,AL
Ellendale,,,,Saint Louis,MO
Oxford,,,,Richmond,VA
West Bluff,,,,Albuquerque,NM
Westwood Park,,,,San Francisco,CA
Bankhead,,,,Atlanta,GA
Alcova Heights,,,,Arlington,VA
Peter Howell,,,,Tucson,AZ
Brierwood,,,,Jacksonville,FL
Western Skies,,,,Gilbert,AZ
Butcher's Hill,,,,Baltimore,MD
Hillcrest,,,,San Antonio,TX
Oak Park Southwest,,,,Kansas City,MO
Aragon,,,,San Mateo,CA
Travis,,,,Mobile,AL
Silver Hill,,,,Albuquerque,NM
Spring Harbor,,,,Madison,WI
Milo-Grogan,,,,Columbus,OH
Barclay,,,,Baltimore,MD
San Roque,,,,Santa Barbara,CA
Rock Creek Lexington Road,,,,Louisville,KY
Ramblewood,,,,Baltimore,MD
South Hyde Park,,,,Kansas City,MO
Parkside,,,,Vancouver,WA
Arnold Heights,,,,Lincoln,NE
Woodgate,,,,Aurora,CO
D'Iberville,,,,Mobile,AL
Brewer's Hill,,,,Milwaukee,WI
Chinquapin Park-Belvedere,,,,Baltimore,MD
Venetian Isles,,,,Saint Petersburg,FL
Sunbird,,,,Chandler,AZ
Riverfront,,,,Philadelphia,PA
Mercy Drive,,,,Orlando,FL
Capitol East,,,,Des Moines,IA
Pelanconi,,,,Glendale,CA
St. Nicholas,,,,Jacksonville,FL
Bear Canyon,,,,Albuquerque,NM
Pleasant Grove,,,,Youngstown,OH
Mark Twain,,,,Albuquerque,NM
Mechanicsville,,,,Knoxville,TN
Mingo Valley,,,,Tulsa,OK
McCluer Road,,,,Jackson,MS
Stanford Estates,,,,Kansas City,MO
San Jose Forest,,,,Jacksonville,FL
Signal Hill,,,,Orlando,FL
Far Southwest,,,,Portland,OR
Lake Underhill,,,,Orlando,FL
K-15,,,,Wichita,KS
Swansboro,,,,Richmond,VA
Johnston Square,,,,Baltimore,MD
Lincoln Highlands,,,,Oakland,CA
Tudor Area,,,,Anchorage,AK
Central Rosewood,,,,Columbia,SC
Spring Park,,,,Garland,TX
Mountain Ranch,,,,Mesa,AZ
Carytown,,,,Richmond,VA
Greentree,,,,Madison,WI
Alabama Hill,,,,Bellingham,WA
East Linden,,,,Columbus,OH
High View Park,,,,Arlington,VA
North Anthony Area,,,,Fort Wayne,IN
Whispering Hills,,,,Nashville,TN
Weatherby,,,,Detroit,MI
Bowman,,,,Louisville,KY
Colonia Del Valle,,,,Tucson,AZ
Steubing Ranch,,,,San Antonio,TX
Ken-Mar,,,,Wichita,KS
Truxton Circle,1310,1517,2100,Washington,DC
Friends of Karl Wyler,,,,El Paso,TX
Northwest Big River,,,,Wichita,KS
Ridgedale Park,,,,Atlanta,GA
Newlands,,,,Boulder,CO
Emerson East,,,,Madison,WI
New Era Park,,,,Sacramento,CA
Jefferson,,,,Theodore,AL
Schirm Farm,,,,Columbus,OH
Clam Bayou,,,,Saint Petersburg,FL
North Fairmount,,,,Cincinnati,OH
Stonefield,,,,San Antonio,TX
Oaks,,,,Garland,TX
Avalon,,,,Bakersfield,CA
Rosemont East,,,,Baltimore,MD
Arlington,,,,Pittsburgh,PA
Woodland Heights,,,,Des Moines,IA
Adams Park,,,,Atlanta,GA
College Place,,,,Columbia,SC
Reservation,,,,Richardson,TX
U Street Corridor,1505,1855,2445,Washington,DC
Brookhollow,,,,Columbus,OH
Vandeventer,,,,Saint Louis,MO
Osceola Forest,,,,Jacksonville,FL
North Bellevue,,,,Bellevue,WA
North East,,,,Charlottesville,VA
Waunona,,,,Madison,WI
Northmoor,,,,Columbus,OH
Elder Homestead,,,,Albuquerque,NM
Rosemont North,,,,Orlando,FL
Samarkand,,,,Santa Barbara,CA
Carver Heights East,,,,Fort Worth,TX
Hills and Dales,,,,San Antonio,TX
Brimhall Estates,,,,Bakersfield,CA
Wakefield,1450,1599,1894,Washington,DC
Highland Oaks,,,,Saint Petersburg,FL
Blue Vue Hills,,,,Kansas City,MO
Sunnybrae,,,,San Mateo,CA
Fruit Valley,,,,Vancouver,WA
LeClaire Courts,,,,Chicago,IL
Eken Park,,,,Madison,WI
Brookside Village,,,,Columbus,OH
Lakewood Drive,,,,Jackson,MS
Northwest,,,,Olympia,WA
Weweantic,,,,Wareham,MA
Dawes,,,,Mobile,AL
Fairview,,,,Dayton,OH
Dayton View Triangle,,,,Dayton,OH
Lyons Park,,,,Mobile,AL
Villages of Larchwood,,,,Nashville,TN
Central College,,,,Columbus,OH
Little Italy,,,,San Diego,CA
Dover Shores West,,,,Orlando,FL
Hollins Market,,,,Baltimore,MD
Hawthorne,,,,Louisville,KY
Melrose Mercy - Pine Acres,,,,Saint Petersburg,FL
Callaway-Garrison,,,,Baltimore,MD
Vista Meadows,,,,Fort Worth,TX
Fairfax,,,,Jacksonville,FL
The Ville,,,,Saint Louis,MO
29th and Chase,,,,Jacksonville,FL
Wendell Phillips,,,,Kansas City,MO
Morris Hill,,,,Boise,ID
Oak Knoll-Golf Links,,,,Oakland,CA
El Chaparral Fertile Valley,,,,San Antonio,TX
Pat Hurley,,,,Albuquerque,NM
Western Hills,,,,Kansas City,MO
Landings,,,,Fort Lauderdale,FL
Mill Hill,,,,Baltimore,MD
Hilltop - Jefferson,,,,Wichita,KS
South Park,,,,Dayton,OH
Northwest Hillsdale,,,,San Mateo,CA
Louisville Heights,,,,Tulsa,OK
Boulevard Manor,,,,Arlington,VA
Biltmore,,,,Jacksonville,FL
Fair West,,,,Albuquerque,NM
Glenoake Canyon,,,,Glendale,CA
Warrenton-Harmitage Hills-Pinehurst,,,,Lexington,KY
Mount Davidson Manor,,,,San Francisco,CA
Bel Air,,,,Santa Barbara,CA
Johnson Village,,,,Charlottesville,VA
Pinewood,,,,West Palm Beach,FL
Cypress Shores,,,,Mobile,AL
Atlantic Station,,,,Atlanta,GA
Briggs,,,,Detroit,MI
Southeast Crossing,,,,Aurora,CO
Vista Del Norte,,,,San Antonio,TX
Miami Chapel,,,,Dayton,OH
Oak Meadow,,,,San Antonio,TX
Di Grado,,,,Mobile,AL
Neshota,,,,Mobile,AL
San Mateo,,,,Jacksonville,FL
Washington Heights,,,,Charlotte,NC
McClellan Park,,,,Madison,WI
Norble and Gregory Ridge,,,,Kansas City,MO
Lenox,,,,Atlanta,GA
Hickman Mills South,,,,Kansas City,MO
Blue Ridge-Rugby Ave,,,,Charlottesville,VA
Old Saybrook Center,,,,Old Saybrook,CT
Holdeman,,,,Tempe,AZ
Hillsdale,,,,Mobile,AL
East Arlington,,,,Baltimore,MD
Crestwood,,,,Portland,OR
Chestnut,,,,Austin,TX
Columbia-Tusculum,,,,Cincinnati,OH
Swillburg,,,,Rochester,NY
Pheasant Run,,,,Milwaukee,WI
Root Creet,,,,Milwaukee,WI
Belle Isle,,,,Miami Beach,FL
Bradley,,,,Columbia,SC
Market-Downtown,,,,Kirkland,WA
Historic Southside,,,,Fort Worth,TX
Allendale,,,,Jacksonville,FL
Marine Creek Ranch,,,,Fort Worth,TX
Parkway East,,,,Vancouver,WA
Copper Hill,,,,Jacksonville,FL
Heights Park,,,,Richardson,TX
North Greenbriar,,,,Fort Worth,TX
Bel-Air,,,,Albuquerque,NM
Page,,,,Minneapolis,MN
Malba,,,,New York,NY
Cloverhill,,,,Nashville,TN
Goldman Park,,,,Milwaukee,WI
Woodland Heights,,,,Richmond,VA
St. Amelian's,,,,Milwaukee,WI
Deerfield,,,,San Antonio,TX
Lakeview,,,,Dayton,OH
Dominion Hills,,,,Arlington,VA
Greenfield Lakes,,,,Gilbert,AZ
Mayo Meadow,,,,Tulsa,OK
Alexandra Meadows,,,,Fort Worth,TX
McKinley School - Columbus Park,,,,Des Moines,IA
Gililland,,,,Tempe,AZ
Larimer,,,,Pittsburgh,PA
Lorrence Creek,,,,San Antonio,TX
South Burlingame,,,,Portland,OR
Portage Bay,,,,Seattle,WA
Ridgeview Estates,,,,Bakersfield,CA
South Boise Village,,,,Boise,ID
Broad Channel,,,,New York,NY
Enchanted Hills,,,,Tucson,AZ
LaSalle Gardens,,,,Detroit,MI
Central Waterfront - Dogpatch,,,,San Francisco,CA
Brier Hill,,,,Youngstown,OH
Pacido Bayou,,,,Saint Petersburg,FL
Lockwood Tevis,,,,Oakland,CA
Mosher,,,,Baltimore,MD
Ansley Park,,,,Atlanta,GA
Eastridge,,,,Lincoln,NE
Rancho Del Rey II,,,,Chula Vista,CA
Woodbridge at Monte Viejo,,,,San Antonio,TX
Lakeside,,,,El Paso,TX
Agritopia,,,,Gilbert,AZ
Harbor Beach,,,,Fort Lauderdale,FL
Mondamin Presidential,,,,Des Moines,IA
Blair Park,,,,San Bernardino,CA
Harwood,,,,Baltimore,MD
Osage-North Fisk,,,,Nashville,TN
Dixie Hills,,,,Atlanta,GA
Belevedere,,,,San Bernardino,CA
Elmhurst,,,,Sacramento,CA
Little Hollywood,,,,San Francisco,CA
Colonial Park,,,,Columbia,SC
Fremont Park,,,,Glendale,CA
Live Oak,,,,Saint Petersburg,FL
Middle Hill,,,,Pittsburgh,PA
Beaumont,,,,Knoxville,TN
North Midtown,,,,Jackson,MS
Roosevelt Estates,,,,West Palm Beach,FL
Broening Manor,,,,Baltimore,MD
Highland Park Southern Tip,,,,Richmond,VA
Monticello,,,,Fort Worth,TX
Sandia,,,,Albuquerque,NM
Woods of Shavano,,,,San Antonio,TX
Lincoln Knolls,,,,Youngstown,OH
Idora,,,,Youngstown,OH
Washington Highlands,890,950,1300,Washington,DC
Lindsay Ranch,,,,Gilbert,AZ
Howard Park-East Bank,,,,South Bend,IN
Parkside,,,,Baltimore,MD
Spring Creek,,,,Aurora,CO
Altura,,,,Albuquerque,NM
Miller Creek,,,,Missoula,MT
Mira Vista,,,,Fort Worth,TX
Berwood Drive - Azalea Circle,,,,Jackson,MS
Hawthorne Hills,,,,Seattle,WA
Foster Park,,,,Fort Worth,TX
Grove Park,,,,Baltimore,MD
Belle Morris,,,,Knoxville,TN
Riverside,,,,Tempe,AZ
Broad Bay Colony,,,,Virginia Beach,VA
Edgemont,,,,Dayton,OH
Bradley Estates,,,,Milwaukee,WI
Riveridge,,,,Vancouver,WA
Neely,,,,Mobile,AL
Westerly Hills,,,,Charlotte,NC
Hawley Farms,,,,Milwaukee,WI
Country Lane Estates,,,,Kansas City,MO
Parkridge,,,,Knoxville,TN
Cabrini Green,,,,Chicago,IL
Carter Park,,,,Fort Worth,TX
Morgan Heights,,,,Milwaukee,WI
Academy Baker Ave,,,,Augusta,GA
Sparr Heights,,,,Glendale,CA
Swann Estates,,,,Tampa,FL
Candlemen,,,,Albuquerque,NM
West Calhoun,,,,Minneapolis,MN
White Manor,,,,Milwaukee,WI
Woodhaven,,,,Richmond,VA
Royal Terrace,,,,Jacksonville,FL
Heritage Eagle Bend,,,,Aurora,CO
Lake Pasadena,,,,Saint Petersburg,FL
Hills Park,,,,Atlanta,GA
Harlan Heights,,,,Tucson,AZ
Albion Acres,,,,Augusta,GA
Eagle Ranch,,,,Albuquerque,NM
Sunset Village,,,,Madison,WI
Pullman,,,,Chicago,IL
Mirabella,,,,Albuquerque,NM
Tampa-Bayshore Gardens,,,,Tampa,FL
River West,,,,Chicago,IL
West Davis Manor,,,,Davis,CA
Eastgate,,,,Grand Rapids,MI
Woodridge,,,,San Antonio,TX
Mitchell Boulevard,,,,Fort Worth,TX
East Village,,,,San Antonio,TX
Silver Sprints Village,,,,El Paso,TX
South Blue Valley,,,,Kansas City,MO
Summerwood,,,,Columbus,OH
Independence,,,,Tulsa,OK
Brookland Park,,,,Richmond,VA
Eastwood Village,,,,San Antonio,TX
Quailwood,,,,Bakersfield,CA
Tanglewood,,,,San Antonio,TX
Poplar Level,,,,Louisville,KY
Crossroads Area,,,,Saint Petersburg,FL
Garland,,,,Mobile,AL
Z'berg Park,,,,Sacramento,CA
Biddle Street,,,,Baltimore,MD
Mozley Park,,,,Atlanta,GA
Park Crossing,,,,Charlotte,NC
Wesleyan Hill,,,,Dayton,OH
Greenbriar Farm,,,,Columbus,OH
Imperial Estates,,,,Long Beach,CA
Georgia Avenue,,,,Mobile,AL
Belmar Gardens,,,,Tampa,FL
Northeast Millair,,,,Wichita,KS
Woodland Terrace,,,,Tampa,FL
Cascade Heights,,,,Atlanta,GA
Leinkauf,,,,Mobile,AL
Carol Rae Ranch,,,,Gilbert,AZ
Park Village,,,,Gilbert,AZ
Edgewood,,,,Louisville,KY
Forest Hill Extension,,,,San Francisco,CA
Shelby Hills,,,,Nashville,TN
Buckhead Village,,,,Atlanta,GA
Lakewood,,,,New Orleans,LA
Knoches Park,,,,Kansas City,MO
Valencia,,,,San Antonio,TX
Balboa Way,,,,Chandler,AZ
Nebraska,,,,Fort Wayne,IN
Bayview,,,,Mobile,AL
Rosemont West,,,,Tucson,AZ
Carver Shores,,,,Orlando,FL
Alcott Park,,,,Milwaukee,WI
Parkwood Hills,,,,Madison,WI
Woodland Park,,,,Columbus,OH
Whispering Oaks,,,,San Antonio,TX
Madera Parc,,,,Gilbert,AZ
Stonegate Estates,,,,Mesa,AZ
Schumacher Place,,,,Columbus,OH
Dixie Belle,,,,Orlando,FL
Highland Park - Overlee Knolls,,,,Arlington,VA
Camelot Village,,,,Tempe,AZ
Druid Hills,,,,Atlanta,GA
Santa Clara,,,,Dayton,OH
Pill Hill,,,,Chicago,IL
Old Town North,,,,Alexandria,VA
Blue Hills Estates,,,,Kansas City,MO
Oakdale,,,,Fort Wayne,IN
Bay Colony,,,,Virginia Beach,VA
Graceland Park,,,,Baltimore,MD
Crestline Area,,,,Fort Worth,TX
Eisenhower,,,,Albuquerque,NM
Hyde Park,,,,Saint Louis,MO
Fisher,,,,Mobile,AL
Oakwood Gardens,,,,Saint Petersburg,FL
Wood Park,,,,Tempe,AZ
Eastlake Vistas,,,,Chula Vista,CA
Willow Creek,,,,Fort Worth,TX
Cobbs Hill,,,,Rochester,NY
Encino Park,,,,San Antonio,TX
Amazon,,,,Eugene,OR
Hunterwood,,,,Houston,TX
Harris Park,,,,Saint Petersburg,FL
Meadowthorpe,,,,Lexington,KY
Haynes Manor,,,,Nashville,TN
Rancho Sereno,,,,Albuquerque,NM
Belvedere,,,,Columbia,SC
South Atlanta,,,,Atlanta,GA
Columbia Park,,,,Minneapolis,MN
Cleveland Heights,,,,Lakeland,FL
Tanglewood,,,,Fort Worth,TX
Lago Estancia,,,,Gilbert,AZ
Appleridge,,,,Jackson,MS
Northwest Community Action,,,,Baltimore,MD
Wesley Heights,1442,1599,1894,Washington,DC
Key Coalition,,,,Kansas City,MO
Four by Four,,,,Baltimore,MD
Kenwood,,,,Minneapolis,MN
Berkeley Place,,,,Fort Worth,TX
Valley Hi North,,,,San Antonio,TX
Fairlane,,,,Dayton,OH
General Krueger,,,,San Antonio,TX
Twyckenham Hills,,,,South Bend,IN
Tollgate Crossing,,,,Aurora,CO
Kiwanis Park,,,,Tempe,AZ
Bermuda Riviera,,,,Fort Lauderdale,FL
River Bend,,,,Milwaukee,WI
Bear Canyon,,,,Tucson,AZ
Town & Country Manor,,,,Milwaukee,WI
Worthington Park,,,,Columbus,OH
Livingston Park North,,,,Columbus,OH
Everest,,,,Kirkland,WA
Eastland,,,,Fort Worth,TX
Lakeside,,,,San Francisco,CA
Pasadena Bear Creek Estates,,,,Saint Petersburg,FL
Monkbridge Gardens,,,,Albuquerque,NM
Civic Center,,,,Denver,CO
Oak Park Southeast,,,,Kansas City,MO
South Commons,,,,Chicago,IL
Windsor Farms,,,,Richmond,VA
Brady Gardens,,,,San Antonio,TX
Villages of Eastridge,,,,Mesa,AZ
Springfield Lakes,,,,Chandler,AZ
Stevenson,,,,Tulsa,OK
Villa Heights,,,,Charlotte,NC
Chimborazo,,,,Richmond,VA
Holiday Park,,,,Saint Petersburg,FL
Glenwood Park,,,,Fort Wayne,IN
Silverhawke,,,,Gilbert,AZ
Hearthwood,,,,Vancouver,WA
Sylvan Heights,,,,Nashville,TN
Walmsley,,,,Richmond,VA
Wilmore,,,,Charlotte,NC
East Ybor,,,,Tampa,FL
Bluffview at Camino Real,,,,San Antonio,TX
Nakoma League,,,,Madison,WI
Matheson Park,,,,Albuquerque,NM
Hunters Chase II,,,,San Antonio,TX
El Dorado South,,,,Long Beach,CA
Detroit Golf,,,,Detroit,MI
Longbranch,,,,Jacksonville,FL
Monclair,,,,Jacksonville,FL
Powell Estates,,,,Mesa,AZ
Westport,,,,Baltimore,MD
Hitchcock,,,,Santa Barbara,CA
Apache Wells,,,,Mesa,AZ
Fiesta Gardens,,,,San Mateo,CA
Landons,,,,Lincoln,NE
Misty Meadows,,,,Columbus,OH
Dover Estates,,,,Orlando,FL
N Campus,,,,Albuquerque,NM
Georgetown Community,,,,Jackson,MS
Hillen,,,,Baltimore,MD
Tanoan East,,,,Albuquerque,NM
John Robert,,,,Albuquerque,NM
Riverlakes,,,,Bakersfield,CA
Misty Oaks,,,,San Antonio,TX
Optimist Park NE,,,,Tempe,AZ
Castner Heights,,,,El Paso,TX
Byrd Park,,,,Richmond,VA
Wind Drift,,,,Gilbert,AZ
Knolls-Thomas,,,,Columbus,OH
Riverside,,,,Mobile,AL
Scottsdale Community,,,,South Bend,IN
Maximo,,,,Saint Petersburg,FL
Alamo Heights,,,,Fort Worth,TX
Argyle Park,,,,Columbus,OH
Bellmont,,,,Theodore,AL
Lexington Cemetery,,,,Lexington,KY
Buena Vista Heights,,,,Nashville,TN
Hulen Heights,,,,Fort Worth,TX
Ivanhoe Southeast,,,,Kansas City,MO
Fairfield,,,,Fort Wayne,IN
Westhaven,,,,Jackson,MS
Greenfield Manor,,,,Jacksonville,FL
Uptown,,,,Wichita,KS
Devil's Thumb,,,,Boulder,CO
Eagle Ranch,,,,Bakersfield,CA
Sonoma Ranch,,,,Gilbert,AZ
Wilson Heights,,,,Stockton,CA
West Morningside,,,,Fort Worth,TX
Hanging Moss E.,,,,Jackson,MS
Winchester,,,,Baltimore,MD
College Gardens,,,,Jacksonville,FL
Self Help Neighborhood Council,,,,Kansas City,MO
Dorchester,,,,Baltimore,MD
Crestview,,,,Mobile,AL
Chrysler Village,,,,Chicago,IL
Westhampton,,,,Richmond,VA
Fodor,,,,Columbus,OH
Stonegate,,,,Davis,CA
Fairway Oaks,,,,Bakersfield,CA
Kirkside,,,,Kansas City,MO
Loring Heights,,,,Atlanta,GA
Camp Taylor,,,,Louisville,KY
Country Overlook,,,,Wichita,KS
Knoell East,,,,Chandler,AZ
Cain Road,,,,Olympia,WA
Bayway Isles,,,,Saint Petersburg,FL
Governor's Square,,,,Charlotte,NC
Estate Groves and Valencia Estates,,,,Mesa,AZ
Eagle Ranch,,,,Fort Worth,TX
Vista Del Monte,,,,Tucson,AZ
Ponce De Leon,,,,Saint Petersburg,FL
Hidden Forest,,,,San Antonio,TX
Central Business District,,,,Mobile,AL
Marlborough Mesa,,,,Mesa,AZ
Southwood Park,,,,Fort Wayne,IN
Priest Lake Meadows Homeowners,,,,Nashville,TN
Hickory Hill,,,,Richmond,VA
Lake Davis-Greenwood,,,,Orlando,FL
Providence Park,,,,Richmond,VA
Richardson Heights,,,,Richardson,TX
Mariposa,,,,Stockton,CA
Rosebank,,,,Nashville,TN
Bannister Ares,,,,Kansas City,MO
South Orange,,,,Orlando,FL
Northeast Garland,,,,Garland,TX
Reid Park,,,,Charlotte,NC
Enchanted Park,,,,Albuquerque,NM
Westside South,,,,Kansas City,MO
Guilbeau Park,,,,San Antonio,TX
Stardust Skies Park,,,,Albuquerque,NM
White Lake Hills,,,,Fort Worth,TX
Wheatley Heights,,,,San Antonio,TX
New West,,,,Garland,TX
Westlake,,,,Sacramento,CA
Horsethief Canyon Ranch,,,,Corona,CA
Thirteenth St Heights,,,,Saint Petersburg,FL
Peppertree-Royal Oak,,,,Albuquerque,NM
Tanoan,,,,Albuquerque,NM
North Roland Park - Poplar Hill,,,,Baltimore,MD
Artesia Community Guild,,,,San Antonio,TX
Glen Afton & Island,,,,Trenton,NJ
Country Club Heights,,,,San Mateo,CA
Linworth Village,,,,Columbus,OH
Wagon Wheel,,,,Tulsa,OK
Park East,,,,Boulder,CO
Greater Woodlawn,,,,Saint Petersburg,FL
Tiburon,,,,Chandler,AZ
Woodberry,,,,Baltimore,MD
Lasalle Park,,,,South Bend,IN
Morningside,,,,Kansas City,MO
Palma Ceia West,,,,Tampa,FL
Culbreath,,,,Tampa,FL
Melrose Heights,,,,Columbia,SC
Prestonia,,,,Louisville,KY
Downtown,,,,Tampa,FL
Alvarado Park,,,,Albuquerque,NM
Washington Addition,,,,Jackson,MS
Eastern Hills,,,,Fort Worth,TX
Swisshelm Park,,,,Pittsburgh,PA
Waycroft-Woodlawn,,,,Arlington,VA
South of Main,,,,Columbus,OH
Elizabeth Park,,,,Nashville,TN
Stop Six Sunrise Edition,,,,Fort Worth,TX
Florence Park,,,,Tulsa,OK
Country Club Place,,,,Jackson,MS
Baywood,,,,San Mateo,CA
Pendelton King,,,,Augusta,GA
North Highlands,,,,Fort Wayne,IN
East Side,,,,Youngstown,OH
Madison Manor,,,,Arlington,VA
Echo Heights,,,,Fort Worth,TX
West End,1720,2060,3000,Washington,DC
Andersen Springs,,,,Chandler,AZ
Ashley Park,,,,Chandler,AZ
Barclay Drive,,,,Nashville,TN
Forest View Park,,,,Nashville,TN
Burton Ridge,,,,Vancouver,WA
Westwood,,,,Des Moines,IA
Compton Heights,,,,Saint Louis,MO
Parkview,,,,Chicago,IL
North Domingo Baca,,,,Albuquerque,NM
Hayden Island,,,,Portland,OR
Ridgeview,,,,Mesa,AZ
College Hill,,,,Saint Louis,MO
Castle Hills Forest,,,,San Antonio,TX
Bixby Hill,,,,Long Beach,CA
Montecito Park,,,,Glendale,CA
Linwood Homeowner - Ivanhoe,,,,Kansas City,MO
Atlantic Highlands,,,,Jacksonville,FL
Huntington Place,,,,San Antonio,TX
Amberton,,,,Bakersfield,CA
Greenbrier,,,,Charlottesville,VA
Normanskill,,,,Albany,NY
Crescent,,,,Tulsa,OK
Mountain First Avenue,,,,Tucson,AZ
Lyons Park,,,,Milwaukee,WI
Whetstone,,,,Columbus,OH
Wedgewood,,,,Milwaukee,WI
Magnolia Heights,,,,Saint Petersburg,FL
Lighthouse Hill,,,,New York,NY
Oakhurst,,,,Fort Worth,TX
Old Southeast,,,,Saint Petersburg,FL
Oakwood,,,,Kalamazoo,MI
Highlands,,,,Louisville,KY
Conchas Park,,,,Albuquerque,NM
Towanda-Grantley,,,,Baltimore,MD
Inspiration Hills,,,,San Antonio,TX
Cottonwood Heights,,,,Albuquerque,NM
Historic Milwaukie,,,,Milwaukie,OR
Robandee South,,,,Kansas City,MO
Power,,,,Wichita,KS
Deer Creek,,,,Columbus,OH
West Tahoe Park,,,,Sacramento,CA
Rosedale,,,,Mobile,AL
Sherwood Glen,,,,Wichita,KS
Crescent Heights,,,,Saint Petersburg,FL
Royal Oaks,,,,Kansas City,MO
Pinehurst,,,,Columbia,SC
Ponderosa-Wingate,,,,Charlotte,NC
Woodley Park,1517,1599,1894,Washington,DC
Indian Moon,,,,Albuquerque,NM
Malvern Gardens,,,,Richmond,VA
Wells Park,,,,Albuquerque,NM
Deweese,,,,Dayton,OH
Golf View,,,,Tampa,FL
Windsor Hills,,,,Baltimore,MD
Higley Groves,,,,Gilbert,AZ
FW Vista West,,,,Fort Worth,TX
Rivertown,,,,Detroit,MI
Cottrell Farms,,,,Richmond,VA
Santa Rita Ranch,,,,Mesa,AZ
Anthony Wayne,,,,Fort Wayne,IN
Inwood Homeowners,,,,San Antonio,TX
Shamrock Estates,,,,Gilbert,AZ
Sylvan Highlands,,,,Portland,OR
Bleheim Square - Research Hospital,,,,Kansas City,MO
Burton Hill Trinity Trails,,,,Fort Worth,TX
Jackson Ward,,,,Richmond,VA
Rural-Geneva,,,,Tempe,AZ
Indian Village,,,,Detroit,MI
Central West,,,,Trenton,NJ
Brice,,,,Columbus,OH
Manheim Park,,,,Kansas City,MO
Keewaydin East,,,,Boulder,CO
Donelson Hills,,,,Nashville,TN
South Town Fork Creek,,,,Kansas City,MO
Waldo Homes,,,,Kansas City,MO
Warwick,,,,Mobile,AL
Copernicus Park,,,,Milwaukee,WI
Greenwood,,,,Nashville,TN
Majestic Heights,,,,Boulder,CO
Ocotillo Lakes,,,,Chandler,AZ
Smallwood,,,,Charlotte,NC
Warner Ranch,,,,Chandler,AZ
Wildrose,,,,Corona,CA
Harter Heights,,,,South Bend,IN
Edgewood,,,,Columbus,OH
Westwood Village I,,,,San Antonio,TX
San Gabriel,,,,Albuquerque,NM
Winston-Govans,,,,Baltimore,MD
Five Points,,,,Fort Wayne,IN
Wind Gap,,,,Pittsburgh,PA
Mary Munford,,,,Richmond,VA
Harbordale,,,,Saint Petersburg,FL
